"Regió sanitària","Àrea bàsica de salut","Àmbit","Indicador","Mesura","Període","ABS homes","ABS dones","ABS total","Catalunya homes","Catalunya dones","Catalunya total"
"Girona","Girona 1 - Santa Clara","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1458,1632,3090,485653,501618,987271
"Girona","Girona 1 - Santa Clara","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1780,2465,4245,631736,839322,1471058
"Girona","Girona 1 - Santa Clara","Demogràfic","Població assignada total","Persones","2022",11731,13102,24833,3771014,3882239,7653253
"Girona","Girona 1 - Santa Clara","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",12.1,19.5,16.4,13.3,20.1,17.2
"Girona","Girona 1 - Santa Clara","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1404,1362,2766,490319,461101,951420
"Girona","Girona 1 - Santa Clara","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",4499,5857,10356,1491869,1646703,3138572
"Girona","Girona 1 - Santa Clara","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1126,1346,2472,406344,447653,853997
"Girona","Girona 1 - Santa Clara","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1701,2301,4002,612072,818797,1430869
"Girona","Girona 1 - Santa Clara","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",8730,10866,19596,3000604,3374254,6374858
"Girona","Girona 1 - Santa Clara","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",2.6,2.9,2.7,3.5,4.2,3.9
"Girona","Girona 1 - Santa Clara","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.3,0.2,0.2,0.3,0.2
"Girona","Girona 1 - Santa Clara","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1,1.6,1.3,1.1,1.5,1.3
"Girona","Girona 1 - Santa Clara","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.3,1.6,1.5,1.5,2,1.7
"Girona","Girona 1 - Santa Clara","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",5,6.4,5.7,6.2,7.9,7.1
"Girona","Girona 2 - Can Gibert del Pla","Demogràfic","Població assignada de 0-14 anys","Persones","2022",2643,2445,5088,563490,531360,1094850
"Girona","Girona 2 - Can Gibert del Pla","Demogràfic","Població assignada de 15-54 anys","Persones","2022",9113,8931,18044,2090135,2009939,4100074
"Girona","Girona 2 - Can Gibert del Pla","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1582,1752,3334,485653,501618,987271
"Girona","Girona 2 - Can Gibert del Pla","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1861,2626,4487,631736,839322,1471058
"Girona","Girona 2 - Can Gibert del Pla","Demogràfic","Població assignada total","Persones","2022",15199,15754,30953,3771014,3882239,7653253
"Girona","Girona 2 - Can Gibert del Pla","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",12.5,18.8,16.2,13.3,20.1,17.2
"Girona","Girona 2 - Can Gibert del Pla","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",2422,2207,4629,490319,461101,951420
"Girona","Girona 2 - Can Gibert del Pla","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",6382,7478,13860,1491869,1646703,3138572
"Girona","Girona 2 - Can Gibert del Pla","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1306,1529,2835,406344,447653,853997
"Girona","Girona 2 - Can Gibert del Pla","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1775,2582,4357,612072,818797,1430869
"Girona","Girona 2 - Can Gibert del Pla","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",11885,13796,25681,3000604,3374254,6374858
"Girona","Girona 2 - Can Gibert del Pla","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.8,4.7,4.2,3.5,4.2,3.9
"Girona","Girona 2 - Can Gibert del Pla","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.3,0.2,0.2,0.3,0.2
"Girona","Girona 2 - Can Gibert del Pla","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.6,0.8,0.7,1.1,1.5,1.3
"Girona","Girona 2 - Can Gibert del Pla","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.5,2.2,1.9,1.5,2,1.7
"Girona","Girona 2 - Can Gibert del Pla","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.1,8,7,6.2,7.9,7.1
"Girona","Girona 3 - Montilivi","Demogràfic","Població assignada de 0-14 anys","Persones","2022",3081,2820,5901,563490,531360,1094850
"Girona","Girona 3 - Montilivi","Demogràfic","Població assignada de 15-54 anys","Persones","2022",9654,10116,19770,2090135,2009939,4100074
"Girona","Girona 3 - Montilivi","Demogràfic","Població assignada de 55-64 anys","Persones","2022",2042,2256,4298,485653,501618,987271
"Girona","Girona 3 - Montilivi","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2503,3465,5968,631736,839322,1471058
"Girona","Girona 3 - Montilivi","Demogràfic","Població assignada total","Persones","2022",17280,18657,35937,3771014,3882239,7653253
"Girona","Girona 3 - Montilivi","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",12.1,22.3,18,13.3,20.1,17.2
"Girona","Girona 3 - Montilivi","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",2786,2551,5337,490319,461101,951420
"Girona","Girona 3 - Montilivi","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",6591,8012,14603,1491869,1646703,3138572
"Girona","Girona 3 - Montilivi","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1595,1889,3484,406344,447653,853997
"Girona","Girona 3 - Montilivi","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2417,3373,5790,612072,818797,1430869
"Girona","Girona 3 - Montilivi","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",13389,15825,29214,3000604,3374254,6374858
"Girona","Girona 3 - Montilivi","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.5,4,3.7,3.5,4.2,3.9
"Girona","Girona 3 - Montilivi","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.3,0.2,0.2,0.3,0.2
"Girona","Girona 3 - Montilivi","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.3,0.4,0.4,1.1,1.5,1.3
"Girona","Girona 3 - Montilivi","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",2.6,3.6,3.1,1.5,2,1.7
"Girona","Girona 3 - Montilivi","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.6,8.3,7.5,6.2,7.9,7.1
"Girona","Girona 4 - Taialà","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1231,1222,2453,563490,531360,1094850
"Girona","Girona 4 - Taialà","Demogràfic","Població assignada de 15-54 anys","Persones","2022",4343,4173,8516,2090135,2009939,4100074
"Girona","Girona 4 - Taialà","Demogràfic","Població assignada de 55-64 anys","Persones","2022",964,1025,1989,485653,501618,987271
"Girona","Girona 4 - Taialà","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1210,1495,2705,631736,839322,1471058
"Girona","Girona 4 - Taialà","Demogràfic","Població assignada total","Persones","2022",7748,7915,15663,3771014,3882239,7653253
"Girona","Girona 4 - Taialà","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",12,21.5,17.2,13.3,20.1,17.2
"Girona","Girona 4 - Taialà","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1125,1129,2254,490319,461101,951420
"Girona","Girona 4 - Taialà","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",3444,3753,7197,1491869,1646703,3138572
"Girona","Girona 4 - Taialà","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",863,943,1806,406344,447653,853997
"Girona","Girona 4 - Taialà","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1198,1516,2714,612072,818797,1430869
"Girona","Girona 4 - Taialà","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",6630,7341,13971,3000604,3374254,6374858
"Girona","Girona 4 - Taialà","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4.4,5,4.7,3.5,4.2,3.9
"Girona","Girona 4 - Taialà","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.2,0.2,0.2,0.3,0.2
"Girona","Girona 4 - Taialà","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.2,1.6,1.4,1.1,1.5,1.3
"Girona","Girona 4 - Taialà","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",2.3,3.2,2.8,1.5,2,1.7
"Girona","Girona 4 - Taialà","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",8,10,9,6.2,7.9,7.1
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1928,1801,3729,563490,531360,1094850
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Demogràfic","Població assignada de 15-54 anys","Persones","2022",6701,5517,12218,2090135,2009939,4100074
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1374,1311,2685,485653,501618,987271
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1647,2029,3676,631736,839322,1471058
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Demogràfic","Població assignada total","Persones","2022",11650,10658,22308,3771014,3882239,7653253
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",10.9,14.7,13,13.3,20.1,17.2
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1730,1559,3289,490319,461101,951420
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",4797,4631,9428,1491869,1646703,3138572
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1145,1170,2315,406344,447653,853997
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1565,1966,3531,612072,818797,1430869
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",9237,9326,18563,3000604,3374254,6374858
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.7,4.7,4.2,3.5,4.2,3.9
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.3,0.2,0.2,0.3,0.2
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.7,2.2,1.9,1.1,1.5,1.3
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1,1.4,1.2,1.5,2,1.7
"Barcelona - Metropolitana Nord","Granollers 1 Oest - Canovelles","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.6,8.6,7.5,6.2,7.9,7.1
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Demogràfic","Població assignada de 0-14 anys","Persones","2022",2645,2482,5127,563490,531360,1094850
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Demogràfic","Població assignada de 15-54 anys","Persones","2022",8660,7966,16626,2090135,2009939,4100074
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1805,1815,3620,485653,501618,987271
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2059,2593,4652,631736,839322,1471058
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Demogràfic","Població assignada total","Persones","2022",15169,14856,30025,3771014,3882239,7653253
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",11.2,19.4,15.8,13.3,20.1,17.2
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",2331,2211,4542,490319,461101,951420
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",6397,6751,13148,1491869,1646703,3138572
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1510,1628,3138,406344,447653,853997
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2055,2590,4645,612072,818797,1430869
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",12293,13180,25473,3000604,3374254,6374858
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.2,3.9,3.6,3.5,4.2,3.9
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.1,0.2,0.3,0.2
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.2,1.6,1.4,1.1,1.5,1.3
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.7,2.4,2.1,1.5,2,1.7
"Barcelona - Metropolitana Nord","Granollers 2 Nord - Les Franqueses","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.2,8,7.1,6.2,7.9,7.1
"Barcelona - Metropolitana Nord","Granollers 3 - Centre Est","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1929,1770,3699,563490,531360,1094850
"Barcelona - Metropolitana Nord","Granollers 3 - Centre Est","Demogràfic","Població assignada de 15-54 anys","Persones","2022",7911,7800,15711,2090135,2009939,4100074
